prefix,origin_asn
197.239.7.0/24,37075
197.239.32.0/24,37075
197.239.33.0/24,37075
197.239.34.0/23,37075
197.239.34.0/24,37075
197.239.35.0/24,37075
197.239.36.0/23,37075
197.239.36.0/24,37075
197.239.37.0/24,37075
197.239.38.0/24,37075
197.242.96.0/23,37340
197.242.102.0/23,37340
197.242.106.0/23,37340
197.242.108.0/23,37340
197.242.110.0/23,37340
197.242.112.0/23,37340
197.242.118.0/23,37340
197.242.120.0/23,37340
197.242.122.0/23,37340
197.242.124.0/23,37340
197.242.126.0/23,37340
197.243.0.0/17,37228
197.243.16.0/20,37228
197.243.32.0/20,37228
197.243.32.0/22,37228
197.243.64.0/18,37228
197.243.114.0/24,37228
197.243.122.0/24,37228
197.243.125.0/24,327899
197.248.0.0/16,37061
197.248.0.0/18,37061
197.248.0.0/22,37061
197.248.2.0/24,37061
197.248.3.0/24,37061
197.248.4.0/24,37061
197.248.5.0/24,37061
197.248.7.0/24,37061
197.248.8.0/24,37061
197.248.9.0/24,37061
197.248.10.0/24,37061
197.248.16.0/24,37061
197.248.17.0/24,37061
197.248.20.0/24,37061
197.248.23.0/24,37061
197.248.24.0/24,37061
197.248.25.0/24,37061
197.248.27.0/24,37061
197.248.28.0/24,37061
197.248.29.0/24,37061
197.248.31.0/24,37061
197.248.36.0/24,37061
197.248.40.0/24,37061
197.248.44.0/24,37061
197.248.61.0/24,37061
197.248.64.0/18,37061
197.248.64.0/24,37061
197.248.70.0/24,37061
197.248.80.0/24,37061
197.248.84.0/24,37061
197.248.87.0/24,37061
197.248.100.0/24,37061
197.248.118.0/24,37061
197.248.123.0/24,37061
197.248.125.0/24,37061
197.248.127.0/24,37061
197.248.128.0/18,37061
197.248.128.0/24,37061
197.248.129.0/24,37061
197.248.133.0/24,37061
197.248.134.0/24,37061
197.248.135.0/24,37061
197.248.143.0/24,37061
197.248.144.0/24,37061
197.248.148.0/24,37061
197.248.152.0/24,37061
197.248.154.0/24,37061
197.248.161.0/24,37061
197.248.163.0/24,37061
197.248.170.0/24,37061
197.248.183.0/24,37061
197.248.184.0/24,37061
197.248.192.0/18,37061
197.254.0.0/17,15808
197.254.0.0/18,15808
197.254.0.0/20,15808
197.254.16.0/20,15808
197.254.32.0/20,15808
197.254.48.0/20,15808
197.254.64.0/18,15808
197.254.64.0/20,15808
197.254.80.0/20,15808
197.255.162.0/23,37340
197.255.168.0/23,37340
197.255.170.0/23,37340
197.255.172.0/23,37340
197.255.244.0/23,37445
198.18.72.32/30,37100
198.32.67.0/24,36948
198.102.73.0/24,6939
198.182.167.0/24,42
199.4.137.0/24,42
199.7.91.0/24,10886
199.115.156.0/24,42
199.182.32.0/24,42
199.192.112.0/22,15169
199.192.152.0/21,21737
199.223.232.0/21,15169
199.249.112.0/24,42
199.249.113.0/24,42
199.249.114.0/24,42
199.249.115.0/24,42
199.249.116.0/24,42
199.249.117.0/24,42
199.249.118.0/24,42
199.249.119.0/24,42
199.253.63.0/24,27319
199.254.171.0/24,42
200.108.148.0/24,42
202.127.168.0/21,24396
202.127.170.0/24,24396
202.127.171.0/24,24396
202.127.172.0/24,24396
204.8.207.0/24,25163
204.19.119.0/24,42
204.26.57.0/24,42
204.61.216.0/23,42
205.132.46.0/24,42
205.166.121.0/24,6939
206.51.254.0/24,42
206.51.255.0/24,42
206.82.130.0/24,25543
206.108.113.0/24,42
206.126.251.0/24,394725
207.89.21.0/24,63008
207.89.24.0/21,62786
207.89.24.0/24,62786
207.89.51.0/24,63457
207.89.54.0/24,395206
207.89.58.0/24,394444
207.89.61.0/24,394961
207.89.64.0/18,58243
207.89.64.0/19,58243
207.89.64.0/20,58243
207.89.64.0/24,58243
207.89.70.0/23,58243
207.89.72.0/22,58243
207.89.76.0/24,58243
207.89.78.0/23,58243
207.89.80.0/20,58243
207.89.80.0/23,58243
207.89.82.0/24,58243
207.89.92.0/24,58243
207.89.96.0/19,58243
207.89.96.0/20,58243
207.89.112.0/20,58243
207.223.160.0/20,15169
208.65.152.0/22,43515
208.65.152.0/24,36040
208.68.108.0/22,15169
208.78.35.0/24,30475
208.81.188.0/22,15169
208.117.224.0/19,43515
208.117.226.0/24,36040
208.117.227.0/24,36040
208.117.228.0/24,36040
208.117.233.0/24,36040
208.117.246.0/24,36040
208.117.253.0/24,36040
209.51.160.0/19,6939
209.51.167.0/24,393763
209.51.170.0/24,394996
209.51.185.0/24,28317
209.51.190.0/24,21728
209.85.128.0/17,15169
209.85.137.0/24,15169
209.85.144.0/24,15169
209.85.145.0/24,15169
209.85.147.0/24,15169
209.85.200.0/24,15169
209.85.201.0/24,15169
209.85.202.0/24,15169
209.85.203.0/24,15169
209.85.232.0/24,15169
209.85.233.0/24,15169
209.85.234.0/24,15169
209.85.235.0/24,15169
209.88.88.0/21,37204
209.88.90.0/24,37204
209.107.176.0/20,15169
209.107.176.0/23,15169
209.107.182.0/23,15169
209.107.184.0/23,15169
209.107.185.0/24,15169
212.22.160.0/19,12556
212.49.64.0/19,12455
212.49.64.0/23,12455
212.49.66.0/24,12455
212.49.68.0/23,12455
212.49.69.0/24,12455
212.49.70.0/23,12455
212.49.70.0/24,12455
212.49.71.0/24,12455
212.49.74.0/23,12455
212.49.76.0/23,12455
212.49.80.0/23,12455
212.49.80.0/24,12455
212.49.82.0/23,12455
212.49.82.0/24,12455
212.49.85.0/24,12455
212.49.88.0/24,12455
212.49.90.0/23,12455
212.49.90.0/24,12455
212.49.91.0/24,12455
212.49.91.80/28,64516
212.49.94.0/23,12455
212.52.128.0/19,25543
212.52.128.0/20,25543
212.52.145.0/24,25543
212.85.192.0/19,29340
212.85.192.0/20,29340
212.85.196.0/24,29340
212.85.208.0/20,29340
212.85.213.0/24,29340
212.88.96.0/19,20294
212.88.96.0/20,20294
212.88.96.0/21,20294
212.88.104.0/21,20294
212.88.112.0/20,20294
212.88.112.0/21,64513
212.88.120.0/21,20294
212.88.120.0/24,64513
212.88.121.0/24,64513
212.88.122.0/24,64513
212.88.123.0/24,64513
212.88.124.0/24,64513
212.88.125.0/24,65001
212.100.64.0/19,20598
212.100.64.0/24,20598
212.100.66.0/24,20598
212.100.67.0/24,20598
212.100.69.0/24,20598
212.100.71.0/24,20598
212.100.76.0/24,20598
212.100.78.0/24,20598
212.100.79.0/24,20598
212.100.80.0/24,20598
212.100.84.0/24,20598
212.100.91.0/24,20598
212.100.92.0/24,20598
212.100.93.0/24,20598
213.42.28.0/24,5384
213.137.142.144/28,6774
213.137.154.64/27,6774
213.147.64.0/19,13224
213.147.83.0/24,13224
213.150.96.0/21,25568
213.150.104.0/22,25568
213.150.112.0/23,25568
213.150.114.0/24,25568
213.150.115.0/24,25568
213.150.116.0/22,25568
213.150.120.0/21,25568
213.150.208.0/21,37515
213.150.208.0/24,37515
213.150.209.0/24,37515
213.150.210.0/24,37515
213.150.211.0/24,37515
213.150.214.0/24,37515
213.150.215.0/24,37515
213.172.128.0/19,37439
216.58.192.0/19,15169
216.58.200.0/24,15169
216.58.208.0/24,15169
216.58.209.0/24,15169
216.58.210.0/24,15169
216.58.211.0/24,15169
216.58.212.0/24,15169
216.58.213.0/24,15169
216.58.214.0/24,15169
216.58.215.0/24,15169
216.58.216.0/24,15169
216.58.217.0/24,15169
216.58.218.0/24,15169
216.58.219.0/24,15169
216.58.220.0/24,15169
216.58.221.0/24,15169
216.58.222.0/24,15169
216.58.223.0/24,15169
216.66.0.0/19,6939
216.66.5.0/24,53813
216.66.6.0/24,395332
216.66.12.0/23,393670
216.66.28.0/24,13760
216.66.29.0/24,13760
216.66.32.0/19,6939
216.66.35.0/24,32911
216.66.42.0/24,30507
216.66.64.0/19,6939
216.66.71.0/24,395332
216.66.72.0/21,6939
216.66.80.0/20,6939
216.73.80.0/20,15169
216.104.192.0/21,37183
216.104.200.0/23,29039
216.104.201.0/24,29039
216.104.204.0/22,29039
216.104.204.0/24,29039
216.218.128.0/17,6939
216.218.201.0/24,54288
216.218.221.0/24,6939
216.218.234.0/24,6565
216.218.246.0/24,54288
216.218.252.0/24,6939
216.239.32.0/19,15169
216.239.32.0/24,15169
216.239.33.0/24,15169
216.239.34.0/24,15169
216.239.35.0/24,15169
216.239.36.0/24,15169
216.239.38.0/24,15169
216.239.39.0/24,15169
216.252.220.0/22,15169
216.252.220.0/24,15169
216.252.222.0/24,15169
217.14.80.0/24,36994
217.14.81.0/24,36994
217.14.82.0/24,16284
217.14.83.0/24,36994
217.14.84.0/24,37672
217.14.85.0/24,16284
217.14.86.0/24,36994
217.14.87.0/24,16284
217.14.88.0/22,16284
217.14.88.0/24,16284
217.14.90.0/24,16284
217.14.92.0/23,16284
217.14.92.0/24,16284
217.14.93.0/24,16284
217.14.94.0/24,16284
217.14.95.0/24,16284
217.29.128.0/20,37349
217.29.130.0/24,37349
217.29.131.0/24,37349
217.29.142.0/24,37349
217.29.208.0/20,327826
217.117.0.0/24,16284
217.117.1.0/24,16284
217.117.2.0/23,16284
217.117.2.0/24,16284
217.117.4.0/24,16284
217.117.5.0/24,36994
217.117.6.0/24,16284
217.117.7.0/24,16284
217.117.9.0/24,16284
217.117.10.0/24,16284
217.117.11.0/24,36994
217.117.12.0/24,36994
217.117.13.0/24,16284
217.117.14.0/24,16284
217.117.15.0/24,16284
217.199.144.0/20,9129
217.199.156.0/22,9129
217.199.157.0/24,9129
217.199.159.0/24,9129
